Corrida,Modelo,Accuracy,Precision,Recall,F1,ROC_AUC,Estado,Run_ID
01_logistica_base,Regresión Logística,0.8044692737430168,0.7833333333333333,0.6811594202898551,0.7286821705426356,0.8500658761528328,FINISHED,b67261e0014142ab864366f4c13d54a1
02_random_forest_base,Random Forest,0.8100558659217877,0.7868852459016393,0.6956521739130435,0.7384615384615385,0.8244400527009222,FINISHED,9ed47b9bb176473e84708ae393229374
03_logistica_optimizada,Regresión Logística optimizada,0.8156424581005587,0.8103448275862069,0.6811594202898551,0.7401574803149606,0.850592885375494,FINISHED,891a50982750417da5f7913d92cbbea1
04_random_forest_optimizado,Random Forest optimizado,0.8100558659217877,0.8301886792452831,0.6376811594202898,0.7213114754098361,0.8361001317523057,FINISHED,29b160a3acd14520ae1ccac7309997d7
